GameID,GameDist,CumulativeDist
39873-14,1257.47,18510.18
39873-15,1047.24,19557.420000000002
39873-16,1923.22,21480.64
39873-17,1672.76,23153.4
39873-18,1179.34,24332.74
39873-19,982.2,25314.940000000002
39873-20,1043.54,26358.48
39956-1,3402.67,3402.67
39956-2,609.83,4012.5
39956-3,2432.9,6445.4
39956-4,2491.84,8937.24
39956-5,2822.87,11760.11
39956-6,2982.75,14742.86
39956-7,3156.9,17899.760000000002
39956-8,2919.44,20819.2
39956-9,2402.29,23221.49
39956-10,2604.14,25825.63
39956-11,2515.61,28341.24
39956-12,3004.2400000000002,31345.48
39956-13,3345.42,34690.9
39956-14,3470.69,38161.590000000004
39956-15,3140.0,41301.590000000004
39956-16,2741.37,44042.96
39956-17,1768.79,45811.75
39960-1,1150.75,1150.75
39960-2,1649.48,2800.23
39960-3,2217.37,5017.6
39960-4,2144.01,7161.610000000001
39960-5,2146.51,9308.12
39960-6,1783.77,11091.89
39960-7,1520.19,12612.08
39960-8,2339.73,14951.810000000001
39960-9,2255.2400000000002,17207.05
39960-10,2247.96,19455.010000000002
39960-11,2710.56,22165.57
39960-12,2146.07,24311.64
39960-13,2906.4500000000003,27218.09
39960-14,1949.26,29167.350000000002
39960-15,821.25,29988.600000000002
39960-16,1637.0,31625.600000000002
39960-17,1296.8,32922.4
39960-18,1740.26,34662.66
39960-19,1179.65,35842.31
39960-20,1384.71,37227.020000000004
39960-21,1379.14,38606.16
39960-22,1466.54,40072.700000000004
39960-23,1208.22,41280.92
39960-24,1308.2,42589.12
39960-25,1065.8600000000001,43654.98
39960-26,532.8100000000001,44187.79
39960-27,1443.55,45631.340000000004
39960-28,1169.82,46801.16
39960-29,1843.09,48644.25
39960-30,1419.23,50063.48
39960-31,413.0,50476.48
40051-1,1100.1200000000001,1100.1200000000001
40051-2,2108.56,3208.6800000000003
40051-3,2397.75,5606.43
40051-4,1193.63,6800.0599999999995
40051-5,2412.4900000000002,9212.55
40051-6,2213.8,11426.35
40051-7,1769.43,13195.78
40051-8,2036.62,15232.4
40051-9,2216.44,17448.84
40051-10,1236.21,18685.05
40051-11,1526.22,20211.27
40051-12,1297.31,21508.58
40051-13,1715.9,23224.48
40051-14,925.5600000000001,24150.04
40051-15,1354.07,25504.11
40051-16,1805.16,27309.27
40070-1,763.66,763.66
40070-2,1760.91,2524.57
40070-3,1030.81,3555.38
40070-4,1179.11,4734.49
40070-5,1676.8,6411.29
40070-6,1715.67,8126.96
40070-7,1042.19,9169.15
40070-8,1471.38,10640.53
40070-9,1238.54,11879.07
40070-10,1374.97,13254.04
40070-11,1346.37,14600.41
40070-12,1659.73,16260.14
40070-13,1464.35,17724.489999999998
40070-14,1730.9,19455.39
40070-15,1479.3700000000001,20934.76
40070-16,1467.58,22402.34
40070-17,807.16,23209.5
40286-1,960.73,960.73
40286-2,1881.65,2842.38
40286-3,918.4,3760.78
40286-4,2766.3,6527.08
40286-5,1254.51,7781.59
40286-6,1724.09,9505.68
40286-7,1680.73,11186.41
40286-8,2761.16,13947.57
40286-9,1672.56,15620.130000000001
40286-10,1820.03,17440.16
40286-11,1871.24,19311.4
40286-12,2336.57,21647.97
40286-13,1755.13,23403.1
40286-14,1183.6,24586.7
40335-1,2408.21,2408.21
40335-2,3050.25,5458.46
40335-3,1354.58,6813.04
40335-4,1846.46,8659.5
40335-5,1503.52,10163.02
40335-6,1628.3,11791.32
40335-7,929.24,12720.56
40335-8,1385.97,14106.53
40335-9,3109.58,17216.11
40335-10,1149.72,18365.829999999998
40335-11,1651.3500000000001,20017.18
40335-12,2710.72,22727.9
40335-13,2768.06,25495.96
40335-14,1887.66,27383.62
40335-15,2332.39,29716.01
40335-16,1408.44,31124.45
40335-17,1269.93,32394.38
40335-18,1979.0,34373.38
40335-19,1529.89,35903.27
40335-20,1900.71,37803.979999999996
40335-21,2725.37,40529.35
40335-22,3193.74,43723.09
40335-23,2776.94,46500.03
40335-24,893.78,47393.81
40335-25,1381.28,48775.09
40335-26,2437.56,51212.65
40335-27,3027.88,54240.53
40335-28,1655.24,55895.77
40335-29,1843.71,57739.479999999996
40335-30,1827.6100000000001,59567.09
40335-31,3035.7400000000002,62602.83
40345-1,1571.98,1571.98
40345-2,584.01,2155.99
40345-3,1303.15,3459.1400000000003
40345-4,1824.0,5283.14
40345-5,2031.97,7315.110000000001
40345-6,1758.8600000000001,9073.970000000001
40345-7,1984.93,11058.9
40345-8,1647.04,12705.94
40345-9,2268.37,14974.310000000001
40345-10,1258.75,16233.060000000001
40345-11,1867.13,18100.190000000002
40345-12,1997.94,20098.13
40345-13,1536.18,21634.31
40345-14,2255.91,23890.22
40345-15,1365.1,25255.32
40345-16,1151.58,26406.9
40345-17,1575.1,27982.0
40345-18,1395.17,29377.17
40345-19,1518.27,30895.44
40345-20,1512.79,32408.23
40345-21,1029.49,33437.72
40345-22,1490.35,34928.07
40345-23,1269.58,36197.65
40345-24,1763.6100000000001,37961.26
40345-25,1592.82,39554.08
40345-26,2388.08,41942.16
40405-1,2185.68,2185.68
40405-2,2127.32,4313.0
40405-3,2257.41,6570.41
40405-4,2414.44,8984.85
40405-5,454.3,9439.15
40405-6,1287.65,10726.8
40405-7,933.8199999999999,11660.619999999999
40405-8,2707.4900000000002,14368.11
40405-9,2213.7400000000002,16581.85
40405-10,1929.1200000000001,18510.97
40405-11,2537.66,21048.63
40405-12,2887.37,23936.0
40405-13,2604.71,26540.71
40405-14,2514.32,29055.03
40405-15,3307.77,32362.8
40405-16,1826.1299999999999,34188.93
40405-17,1475.24,35664.17
40405-18,1393.76,37057.93
40405-19,1533.17,38591.1
40405-20,1831.22,40422.32
40405-21,1958.26,42380.58
40405-22,479.09000000000003,42859.67
40405-23,1228.18,44087.85
40405-24,917.85,45005.7
40405-25,1414.54,46420.24
40405-26,1205.23,47625.47
40405-27,413.41,48038.88
40405-28,1436.1100000000001,49474.99
40405-29,1009.22,50484.21
40474-1,628.69,628.69
40474-2,443.40999999999997,1072.1
40474-3,940.28,2012.38
40474-4,571.9300000000001,2584.31
40474-5,975.84,3560.15
40474-6,1895.36,5455.51
40474-7,671.51,6127.02
40474-8,1336.05,7463.07
40474-9,745.04,8208.11
40474-10,925.3100000000001,9133.42
40474-11,732.6,9866.02
40474-12,348.59,10214.61
40474-13,688.91,10903.52
40474-14,1123.0,12026.52
40474-15,824.45,12850.97
40474-16,1119.63,13970.6
40474-17,76.36,14046.960000000001
40474-18,989.6,15036.56
40474-19,670.08,15706.64
40474-20,2302.53,18009.170000000002
40474-21,1314.79,19323.96
40474-22,1042.86,20366.82
40474-23,1666.1200000000001,22032.940000000002
40474-24,465.62,22498.56
40474-25,979.66,23478.22
40474-26,194.74,23672.96
41084-1,2358.87,2358.87
41084-2,2717.31,5076.18
41084-3,2155.15,7231.33
41084-4,2955.85,10187.18
41084-5,2232.28,12419.46
41084-6,2930.85,15350.31
41084-7,2640.05,17990.36
41084-8,2976.51,20966.87
41084-9,2924.85,23891.72
41084-10,1741.91,25633.63
41084-11,2514.15,28147.78
41084-12,2316.97,30464.75
41084-13,2285.51,32750.260000000002
41084-14,1702.27,34452.53
41084-15,3125.78,37578.31
41084-16,2411.52,39989.83
41084-17,2644.35,42634.18
41084-18,3839.08,46473.26
41084-19,2667.37,49140.63
41084-20,2001.6200000000001,51142.25
41084-21,2721.58,53863.83
41084-22,2254.39,56118.22
41084-23,1921.5,58039.72
41084-24,1684.76,59724.48
41084-25,2757.28,62481.76
41084-26,2170.84,64652.6
41084-27,2115.57,66768.17
41084-28,2637.12,69405.29000000001
41084-29,1676.56,71081.85
41084-30,1858.95,72940.8
41086-1,2681.36,2681.36
41086-2,2792.29,5473.65
41086-3,3035.44,8509.09
41086-4,2845.51,11354.6
41086-5,2862.51,14217.11
41086-6,2250.56,16467.670000000002
41086-7,2793.2,19260.87
41086-8,2906.4,22167.27
41086-9,2770.44,24937.71
41086-10,2531.21,27468.920000000002
41086-11,2623.76,30092.68
41086-12,3702.94,33795.62
41086-13,2496.7,36292.32
41086-14,2336.22,38628.54
41086-15,2636.43,41264.97
41086-16,3116.72,44381.69
41086-17,2987.4900000000002,47369.18
41086-18,3476.9900000000002,50846.17
41086-19,3595.28,54441.45
41086-20,3889.7200000000003,58331.17
41086-21,2982.37,61313.54
41086-22,2568.17,63881.71
41086-23,2901.87,66783.58
41086-24,3094.84,69878.42
41086-25,3000.53,72878.95
41086-26,2778.17,75657.12
41086-27,3075.12,78732.24
41086-28,3490.21,82222.45
41086-29,2028.51,84250.96
41086-30,2744.84,86995.8
41086-31,3125.32,90121.12
41094-1,2673.2200000000003,2673.2200000000003
41094-2,2755.75,5428.97
41094-3,2559.6,7988.57
41094-4,2692.68,10681.25
41094-5,2022.08,12703.33
41094-6,3965.44,16668.77
41094-7,3057.54,19726.31
41094-8,2489.68,22215.989999999998
41094-9,3409.16,25625.15
41094-10,2241.3,27866.45
41113-1,2060.65,2060.65
41113-2,2209.02,4269.67
41113-3,1903.2,6172.87
41113-4,2289.58,8462.45
41113-5,3245.9,11708.35
41113-6,282.38,11990.73
41113-7,2032.56,14023.29
41113-8,2141.67,16164.96
41113-9,1943.45,18108.41
41113-10,2369.56,20477.97
41113-11,2255.56,22733.53
41113-12,1977.22,24710.75
41113-13,3446.2200000000003,28156.97
41113-14,1801.53,29958.5
41113-15,2267.9900000000002,32226.49
41113-16,2250.85,34477.340000000004
41113-17,2883.77,37361.11
41113-18,2594.15,39955.26
41113-19,2438.2,42393.46
41113-20,2307.69,44701.15
41113-21,1528.18,46229.33
41113-22,2121.06,48350.39
41122-1,198.60999999999999,198.60999999999999
41122-2,684.78,883.39
41122-3,573.35,1456.74
41122-4,798.76,2255.5
41122-5,324.92,2580.42
41122-6,311.75,2892.17
41122-7,153.7,3045.87
41122-8,1091.15,4137.02
41122-9,111.08,4248.1
41143-1,191.34,191.34
41143-2,216.54,407.88
41143-3,759.32,1167.2
41143-4,690.77,1857.97
41143-5,620.6700000000001,2478.6400000000003
41143-6,274.0,2752.6400000000003
41143-7,226.48000000000002,2979.12
41143-8,734.16,3713.28
41143-9,186.1,3899.38
41143-10,197.85,4097.2300000000005
41143-11,419.52,4516.75
41143-12,185.16,4701.91
41143-13,164.59,4866.5
41143-14,233.9,5100.4
41143-15,90.0,5190.4
41145-1,2608.52,2608.52
41145-2,2754.03,5362.55
41145-3,1531.08,6893.63
41145-4,2194.57,9088.2
41145-5,2848.15,11936.35
41145-6,2902.1,14838.45
41145-7,1147.05,15985.5
41145-8,2575.69,18561.190000000002
41145-9,2098.79,20659.98
41145-10,1050.29,21710.27
41145-11,2111.65,23821.920000000002
41145-12,591.08,24413.0
41145-13,3547.2,27960.2
41145-14,2539.56,30499.760000000002
41145-15,3053.29,33553.05
41145-16,3177.28,36730.33
41145-17,1889.38,38619.71
41145-18,3640.85,42260.56
41145-19,3963.25,46223.81
41145-20,3041.4900000000002,49265.3
41145-21,3063.68,52328.98
41145-22,2750.31,55079.29
41145-23,2900.88,57980.17
41145-24,2464.59,60444.76
41145-25,3307.02,63751.78
41145-26,3371.78,67123.56
41145-27,2894.44,70018.0
41152-1,3106.44,3106.44
41152-2,2179.88,5286.32
41152-3,2436.97,7723.29
41152-4,2147.73,9871.02
41152-5,2708.27,12579.29
41152-6,2639.13,15218.42
41152-7,1897.3700000000001,17115.79
41152-8,2198.46,19314.25
41152-9,1780.7,21094.95
41152-10,1629.19,22724.14
41152-11,1061.53,23785.67
41152-12,1281.06,25066.73
41152-13,1212.77,26279.5
41152-14,1341.22,27620.72
41152-15,1860.42,29481.14
41152-16,1903.61,31384.75
41152-17,2065.23,33449.98
41152-18,1908.55,35358.53
41152-19,2528.59,37887.12
41152-20,1327.01,39214.13
41152-21,3062.2200000000003,42276.35
41152-22,2005.33,44281.68
41152-23,2188.26,46469.94
41152-24,1734.8400000000001,48204.78
41152-25,1525.03,49729.81
41152-26,915.75,50645.56
41152-27,1257.65,51903.21
41152-28,1679.56,53582.770000000004
41152-29,1293.26,54876.03
41152-30,1610.1100000000001,56486.14
41152-31,1183.35,57669.49
41152-32,1892.14,59561.63
41209-1,2978.26,2978.26
41209-2,2994.0,5972.26
41209-3,1902.14,7874.400000000001
41209-4,1926.75,9801.15
41209-5,3413.69,13214.84
41209-6,2718.03,15932.87
41209-7,2672.61,18605.48
41209-8,2285.89,20891.37
41209-9,416.43,21307.8
41209-10,3045.35,24353.15
41209-11,2098.9,26452.05
41209-12,253.03,26705.08
41209-13,1557.01,28262.09
41209-14,2484.02,30746.11
41209-15,2944.4,33690.51
41209-16,1797.28,35487.79
41209-17,1815.19,37302.98
41209-18,1953.13,39256.11
41209-19,2225.84,41481.95
41209-20,1897.08,43379.03
41209-21,1020.32,44399.35
41209-22,1399.73,45799.08
41209-23,1644.95,47444.03
41209-24,2596.18,50040.21
41209-25,1888.1200000000001,51928.33
41209-26,1273.9,53202.23
41209-27,1585.77,54788.0
41209-28,1894.8,56682.8
41248-1,844.3299999999999,844.3299999999999
41248-2,1476.45,2320.7799999999997
41248-3,2214.88,4535.66
41248-4,2025.74,6561.4
41248-5,1210.27,7771.67
41248-6,906.71,8678.38
41248-7,594.64,9273.02
41248-8,1960.91,11233.93
41248-9,2454.86,13688.79
41248-10,514.62,14203.41
41248-11,298.93,14502.34
41248-12,72.19,14574.53
41538-1,542.47,542.47
41538-2,914.58,1457.0500000000002
41538-3,935.59,2392.6400000000003
41538-4,880.49,3273.13
41538-5,701.99,3975.12
41538-6,969.8100000000001,4944.93
41558-1,1817.28,1817.28
41558-2,1642.6100000000001,3459.8900000000003
41558-3,2507.96,5967.85
41558-4,1072.59,7040.4400000000005
41558-5,1322.3600000000001,8362.800000000001
41558-6,1988.26,10351.060000000001
41558-7,1536.07,11887.130000000001
41558-8,1577.08,13464.210000000001
41558-9,2536.21,16000.42
41558-10,1612.06,17612.48
41558-11,1419.92,19032.4
41558-12,1465.8,20498.2
41558-13,1794.18,22292.38
41558-14,1389.22,23681.6
41558-15,1765.84,25447.44
41558-16,1483.41,26930.85
41558-17,1470.83,28401.68
41558-18,1589.74,29991.42
41558-19,1410.64,31402.06
41558-20,2183.39,33585.45
41558-21,1494.6200000000001,35080.07
41558-22,1152.49,36232.56
41558-23,1811.3500000000001,38043.91
41558-24,1797.26,39841.17
41558-25,1741.02,41582.19
41558-26,1635.32,43217.51
41558-27,1538.59,44756.1
41558-28,2084.67,46840.77
41558-29,1835.3700000000001,48676.14
41558-30,1350.78,50026.92
41558-31,1554.57,51581.49
41558-32,1617.0900000000001,53198.58
41577-1,77.19,77.19
41577-2,1640.31,1717.5
41577-3,342.58,2060.08
41577-4,74.25,2134.33
41577-5,155.43,2289.76
41577-6,142.65,2432.41
41577-7,54.92,2487.33
41577-8,120.5,2607.83
41577-9,1834.51,4442.34
41577-10,204.17000000000002,4646.51
41577-11,44.21,4690.72
41577-12,66.72,4757.44
41577-13,67.13,4824.57
41577-14,159.33,4983.9
41577-15,1681.8,6665.7
41577-16,2777.27,9442.97
41664-1,24.85,24.85
41664-2,1476.22,1501.07
41664-3,1564.93,3066.0
41664-4,718.86,3784.86
41664-5,1454.81,5239.67
41664-6,1238.9,6478.57
41664-7,1280.75,7759.32
41664-8,1351.74,9111.06
41664-9,1493.52,10604.58
41664-10,1369.1200000000001,11973.7
41664-11,1128.84,13102.54
41664-12,1448.56,14551.1
41664-13,1666.8,16217.9
41664-14,2097.71,18315.61
41664-15,2061.53,20377.14
41664-16,1691.47,22068.61
41664-17,1564.26,23632.87
41664-18,2037.74,25670.61
41664-19,919.01,26589.62
41664-20,77.04,26666.66
41664-21,148.97,26815.63
41664-22,54.64,26870.27
41664-23,79.42,26949.69
41664-24,16.71,26966.4
41664-25,70.45,27036.85
41664-26,11.4,27048.25
41664-27,47.11,27095.36
41664-28,79.4,27174.760000000002
41664-29,31.39,27206.15
41664-30,10.46,27216.61
41692-1,1935.58,1935.58
41692-2,2755.39,4690.969999999999
41692-3,2401.82,7092.79
41692-4,2578.76,9671.55
41692-5,2209.85,11881.4
41692-6,2308.89,14190.29
41692-7,1500.94,15691.23
41692-8,1984.66,17675.89
41692-9,1245.93,18921.82
41692-10,806.19,19728.010000000002
41692-11,1313.83,21041.84
41692-12,1375.03,22416.87
41692-13,1465.29,23882.16
41692-14,1962.38,25844.54
41692-15,2081.93,27926.47
41692-16,1883.38,29809.85
41692-17,1696.75,31506.6
41692-18,2575.37,34081.97
41692-19,2498.64,36580.61
41692-20,1678.3700000000001,38258.98
41692-21,844.66,39103.64
41692-22,824.5600000000001,39928.2
41692-23,794.6,40722.8
41692-24,727.88,41450.68
41692-25,1171.2,42621.88
41692-26,816.41,43438.29
41692-27,1084.81,44523.1
41692-28,921.66,45444.76
41692-29,1109.94,46554.7
41692-30,1670.92,48225.62
41943-1,398.57000000000005,398.57000000000005
41943-2,1320.23,1718.8000000000002
41943-3,738.85,2457.65
41943-4,1254.0,3711.65
41943-5,536.09,4247.74
42288-1,652.72,652.72
42288-2,189.98000000000002,842.7
42288-3,1093.03,1935.73
42288-4,378.2,2313.93
42288-5,495.81,2809.74
42288-6,325.13,3134.87
42288-7,515.56,3650.43
42288-8,285.24,3935.67
42288-9,290.2,4225.87
42288-10,257.43,4483.3
42288-11,531.38,5014.68
42288-12,747.51,5762.19
42288-13,274.89,6037.08
42288-14,203.95,6241.03
42288-15,220.69,6461.72
42288-16,152.76,6614.48
42288-17,282.25,6896.73
42288-18,593.1,7489.83
42288-19,467.24,7957.07
42288-20,315.79,8272.86
42288-21,605.76,8878.619999999999
42288-22,151.91,9030.53
42344-1,2441.04,2441.04
42344-2,1435.29,3876.33
42344-3,2049.62,5925.95
42344-4,1597.27,7523.219999999999
42344-5,1613.04,9136.26
42344-6,1763.5900000000001,10899.85
42344-7,2153.6,13053.45
42344-8,1470.1,14523.55
42344-9,2062.7400000000002,16586.29
42344-10,1683.71,18270.0
42344-11,1879.13,20149.13
42344-12,1881.44,22030.57
42344-13,2027.0700000000002,24057.64
42344-14,1854.38,25912.02
42344-15,2449.9900000000002,28362.010000000002
42344-16,2342.69,30704.7
42344-17,1431.96,32136.66
42344-18,1275.64,33412.3
42344-19,1754.83,35167.13
42344-20,1480.1000000000001,36647.23
42344-21,2138.83,38786.06
42344-22,1613.28,40399.340000000004
42344-23,1577.78,41977.12
42344-24,1813.43,43790.55
42344-25,1922.83,45713.38
42344-26,1860.57,47573.95
42344-27,1699.3,49273.25
42344-28,1950.89,51224.14
42344-29,1840.95,53065.090000000004
42344-30,1255.72,54320.81
42346-1,2522.62,2522.62
42346-2,2350.38,4873.0
42346-3,2062.37,6935.37
42346-4,2457.45,9392.82
42346-5,3421.02,12813.84
42346-6,3347.51,16161.35
42346-7,3042.29,19203.64
42346-8,2618.48,21822.12
42346-9,2414.94,24237.06
42346-10,2344.7400000000002,26581.8
42346-11,3119.66,29701.46
42346-12,2899.37,32600.83
42346-13,2904.03,35504.86
42346-14,2495.58,38000.44
42346-15,3210.1,41210.54
42346-16,2524.58,43735.12
42346-17,2352.94,46088.06
42346-18,3047.39,49135.45
42346-19,2523.5,51658.95
42346-20,2541.97,54200.92
42346-21,3762.52,57963.44
42346-22,3812.01,61775.45
42346-23,2353.44,64128.89
42346-24,2786.37,66915.26
42346-25,3079.16,69994.42
42346-26,2909.4900000000002,72903.91
42346-27,2957.11,75861.02
42346-28,3214.86,79075.88
42346-29,1793.42,80869.3
42346-30,3133.85,84003.15
42346-31,2582.1,86585.25
42348-1,2097.7400000000002,2097.7400000000002
42348-2,2191.45,4289.1900000000005
42348-3,1734.54,6023.73
42348-4,2146.14,8169.87
42348-5,1907.81,10077.68
42348-6,1143.84,11221.52
42348-7,1870.4,13091.92
42348-8,2105.6,15197.52
42348-9,2554.9,17752.42
42348-10,1516.89,19269.31
42348-11,2094.61,21363.92
42348-12,1702.47,23066.39
42348-13,1733.91,24800.3
42348-14,1228.45,26028.75
42348-15,2133.33,28162.08
42348-16,2094.85,30256.93
42348-17,2006.46,32263.39
42348-18,2772.75,35036.14
42348-19,2023.82,37059.96
42348-20,2348.3,39408.26
42348-21,2389.35,41797.61
42348-22,1816.98,43614.59
42348-23,1304.41,44919.0
42348-24,1557.82,46476.82
42348-25,2679.36,49156.18
42348-26,1917.93,51074.11
42348-27,1587.05,52661.16
42348-28,1722.64,54383.8
42348-29,1983.13,56366.93
42352-1,1921.95,1921.95
42352-2,2156.86,4078.8100000000004
42352-3,2075.0,6153.8099999999995
42352-4,1919.55,8073.36
42352-5,1858.3700000000001,9931.73
42352-6,1440.7,11372.43
42352-7,1424.56,12796.99
42352-8,1828.08,14625.07
42352-9,2085.71,16710.78
42352-10,1932.13,18642.91
42352-11,1945.75,20588.66
42352-12,3052.18,23640.84
42352-13,1154.09,24794.93
42352-14,2216.69,27011.62
42352-15,1867.35,28878.97
42352-16,866.26,29745.23
42352-17,1578.05,31323.28
42352-18,2416.09,33739.37
42352-19,1690.57,35429.94
42352-20,1848.3700000000001,37278.31
42352-21,1306.65,38584.96
42352-22,1445.67,40030.63
42352-23,1727.13,41757.76
42352-24,1832.18,43589.94
42352-25,2429.38,46019.32
42352-26,1718.95,47738.270000000004
42352-27,1625.07,49363.340000000004
42352-28,2003.66,51367.0
42352-29,1322.0,52689.0
42352-30,1606.65,54295.65
42359-1,3413.58,3413.58
42359-2,3449.57,6863.15
42359-3,3232.1,10095.25
42359-4,3329.67,13424.92
42359-5,3715.88,17140.8
42359-6,3558.9900000000002,20699.79
42359-7,3511.77,24211.56
42359-8,4369.31,28580.870000000003
42359-9,2935.32,31516.190000000002
42359-10,2659.16,34175.35
42359-11,3131.14,37306.49
42359-12,3398.61,40705.1
42359-13,3345.06,44050.16
42359-14,2718.09,46768.25
42359-15,3270.56,50038.81
42359-16,4242.89,54281.7
42359-17,3138.0,57419.7
42359-18,3747.01,61166.71
42359-19,3748.59,64915.3
42359-20,2806.41,67721.71
42359-21,1575.41,69297.12
42359-22,3407.13,72704.25
42359-23,2153.05,74857.3
42359-24,3515.37,78372.67
42359-25,2689.8,81062.47
42359-26,3102.82,84165.29000000001
42359-27,3767.39,87932.68000000001
42359-28,3320.26,91252.94
42359-29,2992.2400000000002,94245.18000000001
42359-30,3703.9500000000003,97949.13
42359-31,2740.07,100689.2
42359-32,2551.96,103241.16
42370-1,2171.85,2171.85
42370-2,3228.82,5400.67
42370-3,1264.53,6665.2
42370-4,1805.0,8470.2
42370-5,1306.46,9776.66
42370-6,1926.33,11702.99
42370-7,2004.76,13707.75
42370-8,2696.39,16404.14
42370-9,1265.8700000000001,17670.01
42370-10,2203.25,19873.260000000002
42370-11,3037.92,22911.18
42370-12,2954.91,25866.09
42370-13,1821.08,27687.17
42370-14,1397.97,29085.14
42370-15,2072.56,31157.7
42370-16,2784.19,33941.89
42370-17,2712.05,36653.94
42370-18,2592.84,39246.78
42370-19,2572.12,41818.9
42370-20,3405.87,45224.77
42370-21,1966.93,47191.7
42370-22,3033.79,50225.49
42370-23,3236.57,53462.06
42370-24,2982.72,56444.78
42370-25,2537.45,58982.229999999996
42370-26,2917.86,61900.09
42370-27,3434.88,65334.97
42370-28,3035.81,68370.78
42370-29,2454.45,70825.23
42370-30,2610.92,73436.15
42370-31,2402.49,75838.64
42398-1,1717.85,1717.85
42398-2,2065.4900000000002,3783.34
42398-3,1173.33,4956.67
42398-4,2615.3,7571.97
42398-5,3174.42,10746.39
42398-6,2063.31,12809.7
42398-7,2497.86,15307.560000000001
42398-8,2406.56,17714.12
42398-9,2691.06,20405.18
42398-10,2585.08,22990.260000000002
42398-11,2368.13,25358.39
42398-12,2487.87,27846.260000000002
42398-13,2495.66,30341.92
42398-14,2199.51,32541.43
42398-15,1551.84,34093.27
42398-16,1297.48,35390.75
42398-17,1344.72,36735.47
42399-1,1564.27,1564.27
42399-2,1561.74,3126.01
42399-3,2024.64,5150.65
42399-4,2169.76,7320.41
42399-5,1092.44,8412.85
42399-6,2069.69,10482.54
42399-7,1901.9,12384.44
42399-8,1645.65,14030.09
42399-9,1868.76,15898.85
42399-10,1526.54,17425.39
42399-11,2255.68,19681.07
42399-12,1638.02,21319.09
42399-13,1777.61,23096.7
42399-14,1581.13,24677.83
42399-15,1449.75,26127.58
42399-16,1992.6299999999999,28120.21
42399-17,1625.95,29746.16
42399-18,1047.94,30794.100000000002
42399-19,1117.35,31911.45
42399-20,1733.75,33645.2
42399-21,950.25,34595.45
42399-22,856.9,35452.35
42399-23,804.6800000000001,36257.03
42399-24,348.62,36605.65
42399-25,376.03000000000003,36981.68
42399-26,520.78,37502.46
42399-27,742.34,38244.8
42399-28,107.23,38352.03
42399-29,464.56,38816.590000000004
42399-30,1218.99,40035.58
42404-1,110.9,110.9
42404-2,1995.3600000000001,2106.26
42404-3,2204.81,4311.07
42404-4,1985.66,6296.7300000000005
42404-5,1911.38,8208.11
42404-6,2072.3,10280.41
42404-7,1519.12,11799.53
42404-8,2053.31,13852.84
42404-9,2237.36,16090.2
42405-1,2813.63,2813.63
42405-2,2384.57,5198.200000000001
42405-3,2593.39,7791.59
42405-4,2052.7,9844.29
42405-5,2528.9,12373.19
42405-6,2713.21,15086.4
42405-7,3706.59,18792.99
42405-8,3027.9900000000002,21820.98
42405-9,2717.22,24538.2
42405-10,1884.66,26422.86
42405-11,2282.02,28704.88
42405-12,2886.2200000000003,31591.1
42405-13,3294.18,34885.28
42405-14,3448.75,38334.03
42405-15,2212.88,40546.91
42405-16,2100.5,42647.41
42405-17,4249.87,46897.28
42405-18,2831.74,49729.020000000004
42405-19,2713.89,52442.91
42405-20,3712.06,56154.97
42405-21,3926.09,60081.06
42405-22,2903.96,62985.020000000004
42405-23,3663.27,66648.29
42405-24,2155.91,68804.2
42405-25,3256.9700000000003,72061.17
42405-26,1881.68,73942.85
42405-27,2267.31,76210.16
42405-28,2762.17,78972.33
42405-29,2244.57,81216.9
42405-30,2766.4900000000002,83983.39
42405-31,2833.85,86817.24
42405-32,2621.9,89439.14
42406-1,1334.28,1334.28
42406-2,2019.59,3353.87
42406-3,2713.37,6067.24
42406-4,2175.71,8242.95
42406-5,1897.54,10140.49
42406-6,2092.78,12233.27
42406-7,1658.01,13891.28
42406-8,2506.54,16397.82
42406-9,1920.5,18318.32
42406-10,2026.65,20344.97
42406-11,2320.87,22665.84
42406-12,1593.72,24259.56
42406-13,2030.53,26290.09
42406-14,1321.42,27611.51
42406-15,1515.09,29126.6
42406-16,1423.3600000000001,30549.96
42406-17,1750.98,32300.94
42406-18,1170.32,33471.26
42406-19,37.76,33509.02
42406-20,1469.13,34978.15
42406-21,1608.63,36586.78
42406-22,1848.68,38435.46
42406-23,1540.84,39976.3
42406-24,1952.6100000000001,41928.91
42406-25,1911.52,43840.43
42406-26,1561.71,45402.14
42406-27,1252.32,46654.46
42406-28,1546.58,48201.04
42406-29,1456.55,49657.59
42406-30,2018.34,51675.93
42406-31,2032.1200000000001,53708.05
42406-32,1496.71,55204.76
42413-1,2285.63,2285.63
42413-2,2804.26,5089.89
42413-3,2588.77,7678.66
42413-4,2420.91,10099.57
42413-5,1963.8,12063.37
42413-6,2430.25,14493.619999999999
42413-7,2674.99,17168.61
42413-8,3713.68,20882.29
42413-9,2332.12,23214.41
42413-10,2608.88,25823.29
42413-11,2127.05,27950.34
42413-12,2810.7,30761.04
42413-13,2837.26,33598.3
42413-14,2491.23,36089.53
42413-15,1935.3500000000001,38024.88
42413-16,2056.92,40081.8
42413-17,2548.28,42630.08
42413-18,3126.08,45756.16
42413-19,3065.86,48822.020000000004
42413-20,2149.73,50971.75
42413-21,3580.37,54552.12
42413-22,2023.57,56575.69
42413-23,1078.74,57654.43
42418-1,2177.49,2177.49
42418-2,2123.44,4300.93
42418-3,1801.22,6102.15
42418-4,1886.71,7988.86
